id,coucodiso,stopidszdc,namesinwri,fixrouidci,zastid,zastx,zasty,altname,loc_type,X
614,CZ,55919,Hrdly,xxxx0000170A,1784,14.1736952759894,50.4853737730801,,S1,-754185
1125,CZ,76985,Hamry-Hojsova Stráž,xxxx0000764A,1,13.1749231894112,49.211444410549,,S1,-845949
1127,CZ,77005,Špičák,xxxx0000764A,5,13.2226317260514,49.1617116225592,,S1,-843355
2599,CZ,73952,Nové Údolí,xxxx0008101A,6,13.7937424058457,48.829230496575,,S1,-807505
2597,CZ,73942,Stožec,xxxx0008101A,7,13.8207979554291,48.8585550201781,,S1,-805069
2594,CZ,73932,Černý Kříž,xxxx0008100A,8,13.8610500260435,48.8608487152309,,S1,-802109
1308,CZ,75912,Horní Planá,xxxx0001068A,9,14.0265623715099,48.7650577112428,,S1,-791594
1306,CZ,75892,Nová Pec,xxxx0001068A,10,13.9534564854733,48.7899072222361,,S1,-796521
1689,CZ,75202,Lenora,xxxx0001578A,11,13.7967346940577,48.9283589677446,,S1,-805695
1692,CZ,73912,Volary,xxxx0001578A,12,13.883210386144,48.9072501930727,,S1,-799760
1685,CZ,75162,Kubova Huť,xxxx0001578A,13,13.7746456601884,48.98301968455,,S1,-806416
1684,CZ,75142,Lipka,xxxx0001578A,14,13.7355975117177,49.0201600823164,,S1,-808644
2986,CZ,73892,Zbytiny,xxxx0018000A,15,13.9769518319164,48.9371519823836,,S1,-792485
2983,CZ,73862,Chroboly,xxxx0018000A,16,14.0550848699496,48.9563558724488,,S1,-786517
2980,CZ,73832,Prachatice,xxxx0018000A,17,14.0084317639395,49.015140500401,,S1,-788973
1682,CZ,75122,Vimperk,xxxx0001578A,18,13.7910510532465,49.0556817032897,,S1,-804060
1681,CZ,75112,Bohumilice v Čechách,xxxx0001578A,19,13.8008632612716,49.0928349062903,,S1,-802753
1679,CZ,75092,Čkyně,xxxx0001578A,20,13.8291462688603,49.1111581142605,,S1,-800415
1673,CZ,75032,Strunkovice nad Volyňkou,xxxx0001578A,21,13.8858158597882,49.2034876028199,,S1,-794849
2979,CZ,73822,Husinec,xxxx0018000A,22,14.0261534583854,49.0496551671607,,S1,-787147
2978,CZ,73812,Strunkovice nad Blanicí,xxxx0018000A,23,14.0607972568431,49.0811040201858,,S1,-784147
1675,CZ,75052,Volyně,xxxx0001578A,24,13.8929163234646,49.1702226046722,,S1,-794867
2542,CZ,75685,Tachov,xxxx0007200A,25,12.6388724975206,49.8020516765868,,S1,-874029
2236,DE,26074,Schirnding,xxxx0005281A,26,12.2294033226094,50.0773099958813,,S1,-898051
2936,CZ,73595,Hazlov,xxxx0017200A,27,12.2790277860856,50.1618701814681,,S1,-892999
2938,CZ,73015,Aš město,xxxx0017200A,28,12.1834191021516,50.2189698187027,,S1,-898682
2937,CZ,73005,Aš,xxxx0017200A,29,12.2009149601377,50.2093123967056,,S1,-897629
219,CZ,75035,Cheb,xKADR045481C,30,12.380749954693,50.0735013909175,,S1,-887435
216,CZ,75005,Lipová u Chebu,xKADR045481C,31,12.457823519687,50.0305128727352,,S1,-882767
213,CZ,74975,Lázně Kynžvart,xKADR045481C,32,12.614447215081,49.9932494163085,,S1,-872357
214,CZ,74985,Dolní Žandov,xKADR045481C,33,12.5406835825879,50.0117238960886,,S1,-877246
221,CZ,74005,Františkovy Lázně,xKADR045481C,34,12.3553676071548,50.124271299557,,S1,-888303
2304,CZ,74025,Vojtanov,xxxx0005398A,35,12.3276588925234,50.1675064981508,,S1,-889469
3321,CZ,76705,Skalná,xxxx0027201A,36,12.3687534032147,50.1661772787794,,S1,-886596
1003,CZ,75955,Tršnice,xxxx0000604A,37,12.3995172881309,50.1138828929066,,S1,-885377
3323,CZ,76685,Nový Drahov,xxxx0027201A,38,12.3993288215825,50.1469733005775,,S1,-884790
3320,CZ,76715,Velký Luh,xxxx0027201A,39,12.3732195573153,50.2038620137309,,S1,-885597
3319,CZ,76725,Nový Kostel,xxxx0027201A,40,12.4210061575528,50.2203421143438,,S1,-881932
3317,CZ,76745,Luby u Chebu,xxxx0027201A,41,12.4009096768155,50.2534352115664,,S1,-882747
1000,CZ,75925,Dasnice,xxxx0000604A,43,12.5673118934173,50.1396564051936,,S1,-873073
997,CZ,75905,Citice,xxxx0000604A,44,12.6155444173615,50.1647644679256,,S1,-869223
2911,CZ,76505,Oloví,xxxx0017000A,45,12.5582595702842,50.2546127835304,,S1,-871653
2907,CZ,76465,Svatava,xxxx0017000A,46,12.6247522388629,50.1901920668602,,S1,-868120
995,CZ,76455,Sokolov,xxxx0000604A,47,12.6444601982377,50.1861475794545,,S1,-866803
2943,CZ,73065,Hranice v Čechách,xxxx0017220A,48,12.1818792999173,50.3022016711163,,S1,-897253
2912,CZ,76515,Rotava,xxxx0017000A,50,12.5354560164356,50.287040915348,,S1,-872676
2914,CZ,76535,Kraslice,xxxx0017000A,51,12.5024459839811,50.3308170062012,,S1,-874210
767,CZ,74805,Česká Kubice,xxxx0000350A,52,12.8652015064571,49.3744227992833,,S1,-865403
2520,CZ,73565,Klenčí pod Čerchovem,xxxx0007200A,53,12.8225330575535,49.4389187765649,,S1,-867334
2524,CZ,75525,Poběžovice,xxxx0007200A,54,12.8114513503635,49.5132890125306,,S1,-866824
2526,CZ,75545,Hostouň,xxxx0007200A,55,12.7779475139978,49.5604891665683,,S1,-868391
766,CZ,74795,Babylon,xxxx0000350A,56,12.8683946579683,49.3993065969342,,S1,-864740
2519,CZ,73555,Trhanov,xxxx0007200A,57,12.8396983355144,49.4201988131434,,S1,-866432
2517,CZ,73535,Havlovice,xxxx0007200A,58,12.8756153162286,49.4165339213845,,S1,-863922
764,CZ,73515,Domažlice,xxxx0000350A,59,12.9433033729524,49.4352396853697,,S1,-858746
762,CZ,74765,Blížejov,xxxx0000350A,61,12.9947780964216,49.5016072067938,,S1,-853913
1122,CZ,76955,Nýrsko,xxxx0000764A,62,13.1533239170332,49.2973369047292,,S1,-846043
2956,CZ,73835,Kdyně,xxxx0017540A,63,13.0322020010301,49.3837741871017,,S1,-853262
2954,CZ,73815,Dobříkov na Šumavě,xxxx0017540A,64,13.0870321117544,49.3721720923714,,S1,-849527
2952,CZ,73795,Pocinovice,xxxx0017540A,65,13.1355414964707,49.3463648644808,,S1,-846485
2588,CZ,73695,Běšiny,xxxx0008070A,66,13.3032705247395,49.3047577099795,,S1,-835138
2586,CZ,73685,Nemilkov,xxxx0008070A,67,13.3441000324208,49.2847161057247,,S1,-832538
1120,CZ,73765,Janovice nad Úhlavou,xxxx0000764A,68,13.2036530190196,49.3524279730143,,S1,-841492
2591,CZ,73725,Luby u Klatov,xxxx0008070A,69,13.3060441630113,49.3647970721656,,S1,-833931
2958,CZ,73845,Kout na Šumavě,xxxx0017540A,70,13.0121834940612,49.3972386755549,,S1,-854466
760,CZ,76585,Staňkov,xxxx0000350A,71,13.0718101592438,49.5476105965001,,S1,-847612
1118,CZ,73745,Klatovy,xxxx0000752A,72,13.2741804706941,49.4014698936601,,S1,-835601
1117,CZ,75415,Točník,xxxx0000752A,73,13.3093694566995,49.4294811938834,,S1,-832606
1115,CZ,75395,Švihov u Klatov,xxxx0000752A,74,13.2907478299978,49.4737401888797,,S1,-833197
1112,CZ,75365,Lužany,xxxx0000752A,75,13.3145558799927,49.5480702229496,,S1,-830243
2529,CZ,75575,Bělá nad Radbuzou,xxxx0007200A,76,12.721030257539,49.5886906747085,,S1,-871958
2538,CZ,75645,Staré Sedliště,xxxx0007200A,77,12.7013752089287,49.7394926967965,,S1,-870694
2534,CZ,75625,Stráž u Tachova,xxxx0007200A,78,12.7728250507441,49.6651064149658,,S1,-866917
2536,CZ,76575,Bor,xxxx0007200A,79,12.7785392342698,49.7176151854537,,S1,-865587
204,CZ,74895,Milíkov,xKADR045481C,80,12.9383807848416,49.7441610712316,,S1,-853743
203,CZ,74785,Stříbro,xKADR045481C,81,13.0007495574373,49.7412971829532,,S1,-849352
210,CZ,74955,Chodová Planá,xKADR045481C,83,12.7246052828655,49.903073801235,,S1,-866152
206,CZ,74915,Ošelín,xKADR045481C,84,12.8460446634941,49.786093590895,,S1,-859582
205,CZ,74905,Svojšín,xKADR045481C,85,12.9111010157606,49.763075182651,,S1,-855356
3328,CZ,75465,Cebiv,xxxx0027310A,86,12.9812986958934,49.8312972822852,,S1,-849181
3333,CZ,75515,Bezdružice,xxxx0027310A,87,12.9695597812403,49.9031403967808,,S1,-848773
758,CZ,74735,Holýšov,xxxx0000350A,88,13.1014080309147,49.5972620704908,,S1,-844646
756,CZ,74715,Stod,xxxx0000350A,89,13.1552013061347,49.6397169886519,,S1,-840081
3338,CZ,74645,Heřmanova Huť,xxxx0027400A,90,13.0874207229335,49.7104755124044,,S1,-843707
1111,CZ,75355,Přeštice,xxxx0000752A,91,13.322823884043,49.5751950942906,,S1,-829197
1109,CZ,75335,Chlumčany u Dobřan,xxxx0000752A,92,13.2919445656144,49.622791881349,,S1,-830604
1108,CZ,75325,Dobřany,xxxx0000752A,93,13.3037197722,49.656931112917,,S1,-829190
753,CZ,74595,Nýřany,xxxx0000350A,94,13.209477335987,49.714972367709,,S1,-834932
751,CZ,74675,Vejprnice,xxxx0000350A,95,13.2846196129444,49.7298160739716,,S1,-829326
1106,CZ,75315,Plzeň-Valcha,xxxx0000752A,96,13.3368915013997,49.7131628946978,,S1,-825880
88,CZ,75425,Pňovany,xKADR043993C,97,13.0905552144539,49.7885104691579,,S1,-842148
3326,CZ,75445,Trpísty,xxxx0027310A,98,13.0468659200618,49.8154753146064,,S1,-844793
91,CZ,74835,Kozolupy,xKADR043993C,99,13.2451231153136,49.7623373680531,,S1,-831591
93,CZ,74815,Plzeň-Křimice,xKADR043993C,100,13.3036808751438,49.7515904052197,,S1,-827602
2584,CZ,73665,Kolinec,xxxx0008070A,101,13.4358261078542,49.2951752926902,,S1,-825767
2582,CZ,73645,Hrádek u Sušice,xxxx0008070A,102,13.4906279216467,49.2621618829581,,S1,-822370
2581,CZ,73635,Sušice,xxxx0008070A,103,13.5418297369339,49.246755564337,,S1,-818938
2580,CZ,73625,Žichovice,xxxx0008070A,104,13.6173501147937,49.2677171870044,,S1,-813157
2579,CZ,73615,Velké Hydčice,xxxx0008070A,105,13.6635924212222,49.2984633681809,,S1,-809328
1090,CZ,73895,Pačejov,xxxx0000654A,106,13.6203132975883,49.3913786048373,,S1,-810924
2578,CZ,73605,Horažďovice,xxxx0008070A,107,13.7099337219953,49.3209669723028,,S1,-805629
1094,CZ,73925,Nepomuk,xxxx0000654A,108,13.6088140534528,49.497606971708,,S1,-810013
1096,CZ,73945,Ždírec u Plzně,xxxx0000654A,109,13.5739455863385,49.5507870947607,,S1,-811639
1086,CZ,76152,Střelské Hoštice,xxxx0000654A,110,13.7789329597076,49.3051687759107,,S1,-800920
1084,CZ,76132,Katovice,xxxx0000654A,111,13.8234400803336,49.2693973077557,,S1,-798291
1087,CZ,73865,Horažďovice předměstí,xxxx0000654A,112,13.7387744935447,49.3311745820956,,S1,-803389
1069,CZ,76102,Strakonice,xxxx0000653A,113,13.9161834978258,49.2554526768053,,S1,-791833
1071,CZ,73432,Čejetice,xxxx0000653A,114,14.0158683771871,49.2515434139867,,S1,-784712
1666,CZ,73242,Radomyšl,xxxx0001578A,115,13.948796385086,49.3202828803184,,S1,-788456
1662,CZ,73202,Sedlice,xxxx0001578A,116,13.9367187157405,49.3845793826414,,S1,-788305
3354,CZ,74683,Kasejovice,xxxx0027900A,117,13.744215589221,49.4569091729833,,S1,-800967
3356,CZ,74702,Lnáře,xxxx0027900A,118,13.7900937186342,49.4437150659595,,S1,-797889
1660,CZ,74722,Blatná,xxxx0001578A,119,13.8728414921193,49.4307509850149,,S1,-792158
1657,CZ,73162,Bělčice,xxxx0001578A,120,13.8860395402827,49.5041212027344,,S1,-790040
1517,CZ,76934,Březnice,xxxx0001240A,121,13.9641282015391,49.5583047964533,,S1,-783585
1520,CZ,73022,Mirovice,xxxx0001240A,122,14.0345522571254,49.5099359060522,,S1,-779302
1097,CZ,73955,Blovice,xxxx0000654A,123,13.5313422652953,49.5812151022625,,S1,-814187
1099,CZ,76405,Nezvěstice,xxxx0000654A,124,13.5171005544278,49.6424139845971,,S1,-814196
1104,CZ,75295,Plzeň zastávka,xxxx0000752A,126,13.3745840921039,49.7372102155376,,S1,-822791
1102,CZ,73995,Plzeň-Koterov,xxxx0000654A,128,13.4187268560505,49.7245492770022,,S1,-819856
1101,CZ,73985,Starý Plzenec,xxxx0000654A,129,13.4781767327906,49.6954641219405,,S1,-816098
195,CZ,73205,Rokycany,xKADR045481C,130,13.5920666717527,49.7401578849084,,S1,-807241
2573,CZ,76345,Příkosice,xxxx0007847A,131,13.6516453669065,49.6630990159296,,S1,-804248
2560,CZ,76315,Mirošov,xxxx0007831A,132,13.6664104362545,49.7005849856423,,S1,-802584
1322,CZ,75065,Třemošná u Plzně,xxxx0001080A,133,13.3945746614627,49.8189525029443,,S1,-820004
199,CZ,73245,Chrást u Plzně,xKADR045481C,134,13.4976462792836,49.7853825166017,,S1,-813224
1324,CZ,75085,Horní Bříza,xxxx0001080A,135,13.3795592316412,49.8508498114409,,S1,-820540
1326,CZ,75105,Kaznějov,xxxx0001080A,136,13.3749578810863,49.8937635178016,,S1,-820150
2568,CZ,74135,Stupno,xxxx0007840A,137,13.5765976825413,49.8262525045042,,S1,-806931
192,CZ,73185,Holoubkov,xKADR045481C,138,13.6998340530584,49.7740318721885,,S1,-799007
2571,CZ,74155,Radnice,xxxx0007840A,139,13.5965009356564,49.8583882902986,,S1,-804989
1516,CZ,76924,Tochovice,xxxx0001240A,141,13.9878401317991,49.5887670789435,,S1,-781406
1513,CZ,76914,Milín,xxxx0001240A,142,14.021690717859,49.6323852700838,,S1,-778296
1512,CZ,76904,Příbram,xxxx0001240A,144,14.003275793504,49.6888796850486,,S1,-778722
1511,CZ,76894,Bratkovice,xxxx0001240A,145,14.002985727496,49.7385928957454,,S1,-777959
190,CZ,73165,Kařízek,xKADR045481C,146,13.7679313822225,49.8010345807116,,S1,-793720
1510,CZ,76884,Jince,xxxx0001240A,147,13.9873939385874,49.7821634121646,,S1,-778383
3346,CZ,76824,Hostomice pod Brdy,xxxx0027700A,148,14.0471523866221,49.8314124186477,,S1,-773349
187,CZ,73134,Hořovice,xKADR045481C,149,13.8991837793471,49.8433748069648,,S1,-783696
1508,CZ,76854,Lochovice,xxxx0001240A,150,13.9743144680351,49.8464198852781,,S1,-778299
184,CZ,73104,Zdice,xKADR045481C,151,13.979890760163,49.9077337072878,,S1,-776933
211,CZ,74405,Mariánské Lázně,xKADR045481C,152,12.6945227700934,49.9569906653838,,S1,-867331
2496,CZ,74425,Vlkovice,xxxx0007100A,153,12.7426745354951,49.9466871053243,,S1,-864101
212,CZ,74965,Valy u Mariánských Lázní,xKADR045481C,154,12.6659358624409,49.9768723990113,,S1,-869003
2498,CZ,74445,Ovesné Kladruby,xxxx0007100A,155,12.7849823108092,49.9566252888429,,S1,-860929
2502,CZ,74485,Poutnov,xxxx0007100A,156,12.8220058362881,50.0182497188503,,S1,-857226
2500,CZ,74465,Teplá,xxxx0007100A,157,12.8599576807877,49.9756381192857,,S1,-855284
2905,CZ,73435,Otročín,xxxx0016700A,158,12.8870258067834,50.0391228076951,,S1,-852260
2903,CZ,73415,Toužim,xxxx0016700A,159,12.9914386093248,50.0506653846175,,S1,-844673
2493,CZ,74525,Loket,xxxx0007079A,160,12.7526611065059,50.1898954670195,,S1,-859109
993,CZ,74395,Nové Sedlo u Lokte,xxxx0000604A,161,12.7455539952957,50.2142887145426,,S1,-859180
992,CZ,74055,Chodov,xxxx0000604A,162,12.7536719806938,50.2315958057709,,S1,-858303
2506,CZ,74315,Krásný Jez,xxxx0007100A,163,12.8482786837602,50.1156298114674,,S1,-853664
2508,CZ,74535,Teplička u Karlových Varů,xxxx0007100A,164,12.8486213012079,50.1514384775211,,S1,-853014
2511,CZ,74565,Karlovy Vary-Březová,xxxx0007100A,165,12.8375933132719,50.2019072927022,,S1,-852910
2915,CZ,74165,Stará Role,xxxx0017100A,170,12.8358140201844,50.2457856842138,,S1,-852268
990,CZ,75875,Karlovy Vary,xxxx0000604A,172,12.8670453883723,50.2356363856397,,S1,-850245
989,CZ,73445,Dalovice,xxxx0000604A,173,12.8865371232565,50.2548304662761,,S1,-848537
3306,CZ,73455,Sadov,xxxx0027000A,174,12.8911685673705,50.2678703776058,,S1,-847984
2900,CZ,73385,Štědrá,xxxx0016700A,175,13.1196826383987,50.0499399161333,,S1,-835612
2898,CZ,73365,Žlutice,xxxx0016700A,176,13.1595547216469,50.0845870824005,,S1,-832200
2896,CZ,73345,Protivec,xxxx0016700A,177,13.2069145322914,50.0897267068557,,S1,-828764
2895,CZ,73335,Chyše,xxxx0016700A,178,13.2478463580818,50.1111077729674,,S1,-825508
2892,CZ,73306,Lubenec,xxxx0016700A,179,13.3278980179025,50.1262869038836,,S1,-819594
2919,CZ,74205,Nejdek,xxxx0017100A,180,12.7275874200952,50.3190693759503,,S1,-858596
2922,CZ,74235,Nové Hamry,xxxx0017100A,181,12.7194219138154,50.3570952192313,,S1,-858498
2916,CZ,74085,Nová Role,xxxx0017100A,182,12.7800190290111,50.2736039026194,,S1,-855708
2929,CZ,74305,Potůčky,xxxx0017100A,183,12.7386109164452,50.4303189996791,,S1,-855858
2926,CZ,74275,Pernink,xxxx0017100A,184,12.7733626924069,50.3655849184677,,S1,-854559
2927,CZ,74285,Horní Blatná,xxxx0017100A,185,12.7664466528579,50.3881243083996,,S1,-854648
3309,CZ,73485,Hroznětín,xxxx0027000A,186,12.8689250232704,50.3067797078211,,S1,-848871
3311,CZ,73505,Merklín,xxxx0027000A,187,12.864844066761,50.3268389224608,,S1,-848808
988,CZ,75865,Hájek,xxxx0000604A,188,12.9377939154382,50.2802357131699,,S1,-844486
987,CZ,75855,Ostrov nad Ohří,xxxx0000604A,189,12.957729777399,50.301662192173,,S1,-842712
986,CZ,75845,Vojkovice nad Ohří,xxxx0000604A,191,13.0160014238106,50.3073933687732,,S1,-838512
985,CZ,75835,Stráž nad Ohří,xxxx0000604A,192,13.05913537969,50.3404748126905,,S1,-834909
2251,CZ,53899,Kovářská,xxxx0005298A,194,13.0352931937054,50.4300482142543,,S1,-835044
983,CZ,75816,Perštejn,xxxx0000604A,195,13.112907634332,50.3676097678812,,S1,-830663
3019,CZ,53679,Kadaňský Rohozec,xxxx0018360A,196,13.2255775713144,50.283679678585,,S1,-824162
3015,CZ,53599,Vilémov u Kadaně,xxxx0018360A,197,13.3321573798149,50.3083001909308,,S1,-816241
2964,CZ,53579,Poláky,xxxx0017642A,198,13.3505069068131,50.3364022999512,,S1,-814479
981,CZ,53519,Klášterec nad Ohří,xxxx0000604A,199,13.1963120762909,50.385047790215,,S1,-824504
958,CZ,53549,Kadaň-Prunéřov,xxxx0000601A,200,13.2587105831195,50.4116999851804,,S1,-819668
2962,CZ,53589,Želina,xxxx0017642A,201,13.2856607603242,50.3630877888014,,S1,-818593
2961,CZ,53569,Kadaň předměstí,xxxx0017620A,202,13.2771511992918,50.3759767051475,,S1,-818974
2960,CZ,53799,Kadaň,xxxx0017613A,203,13.2769528512765,50.3817308861481,,S1,-818891
2255,CZ,53949,Vejprty,xxxx0005298A,205,13.0338317245636,50.5007023189186,,S1,-833931
2244,CZ,53819,Křimov,xxxx0005298A,206,13.2759586857432,50.4897404099185,,S1,-817142
2241,CZ,53829,Domina,xxxx0005298A,207,13.3515292794291,50.4794348998332,,S1,-812013
1327,CZ,75115,Plasy,xxxx0001080A,208,13.3818283760469,49.9304064208019,,S1,-819051
1330,CZ,75145,Mladotice,xxxx0001080A,209,13.3661750525401,49.9873568089677,,S1,-819210
2972,CZ,76255,Kralovice u Rakovníka,xxxx0017704A,210,13.4897555676412,49.988810492476,,S1,-810424
1332,CZ,75165,Žihle,xxxx0001080A,211,13.3628558673903,50.0467625961166,,S1,-818452
2888,CZ,76164,Jesenice,xxxx0016700A,212,13.4721802985794,50.0932934162745,,S1,-809940
2969,CZ,76224,Čistá,xxxx0017702A,213,13.5689939826319,50.0328949146348,,S1,-804081
2967,CZ,76204,Zavidov,xxxx0017702A,214,13.6290691766385,50.0564420917428,,S1,-799439
2882,CZ,76104,Senomaty,xxxx0016700A,215,13.6466654662695,50.0956850209525,,S1,-797553
2965,CZ,76184,Lubná,xxxx0017702A,216,13.6962271375092,50.078627272973,,S1,-794322
1334,CZ,75186,Blatno u Jesenice,xxxx0001080A,217,13.38996010566,50.1000323068294,,S1,-815644
1336,CZ,75206,Petrohrad,xxxx0001080A,218,13.4340648708672,50.1353317172224,,S1,-811938
1338,CZ,75226,Vroutek,xxxx0001080A,219,13.3738222308866,50.1840979709402,,S1,-815382
1337,CZ,75216,Kryry,xxxx0001080A,220,13.4228016141592,50.1688277974939,,S1,-812177
1339,CZ,75236,Podbořany,xxxx0001080A,221,13.4043592013553,50.2235185039259,,S1,-812569
3022,CZ,53619,Krásný Dvůr,xxxx0018362A,222,13.3683632587269,50.255701417149,,S1,-814571
1340,CZ,75246,Kaštice,xxxx0001080A,223,13.4179561913377,50.261888191071,,S1,-810971
1837,CZ,53337,Měcholupy,xxxx0001673A,224,13.5336988157451,50.2673121921109,,S1,-802722
2884,CZ,76124,Pšovlky,xxxx0016700A,225,13.5981117946114,50.1045387973784,,S1,-800845
3400,CZ,53396,Kolešovice,xxxx0028802A,226,13.6033455591227,50.1356621094833,,S1,-799965
2466,CZ,55068,Chrášťany,xxxx0006700A,227,13.6634224599292,50.1418839178766,,S1,-795616
2468,CZ,55048,Svojetín,xxxx0006700A,228,13.6323165863849,50.1983314226333,,S1,-796894
2471,CZ,55028,Mutějovice,xxxx0006700A,229,13.7045015195902,50.2171283799849,,S1,-791491
1624,CZ,76014,Roztoky u Křivoklátu,xxxx0001570A,230,13.8739342926335,50.0236206733086,,S1,-782615
1620,CZ,75974,Lašovice,xxxx0001570A,231,13.7998522972061,50.0653973987685,,S1,-787197
1629,CZ,76064,Nižbor,xxxx0001570A,232,13.9983529358935,50.0033423130139,,S1,-774112
1630,CZ,76074,Hýskov,xxxx0001570A,233,14.0448341043571,49.9888326707094,,S1,-771041
1626,CZ,76034,Zbečno,xxxx0001570A,234,13.9182810639787,50.0357574211426,,S1,-779278
1494,CZ,76094,Rakovník,xxxx0001220A,235,13.7363082587237,50.0990372735018,,S1,-791154
1843,CZ,53376,Krupá,xxxx0001673A,236,13.722932972947,50.169710676504,,S1,-790957
1492,CZ,53456,Lužná u Rakovníka,xxxx0001220A,237,13.7702865852166,50.1447934034803,,S1,-788012
1491,CZ,53476,Řevničov,xxxx0001220A,238,13.832974888556,50.149089778338,,S1,-783509
1490,CZ,53486,Nové Strašecí,xxxx0001220A,239,13.881811439696,50.152014769709,,S1,-780009
2472,CZ,55019,Domoušice,xxxx0006700A,240,13.7225325039888,50.2329394091426,,S1,-789962
1488,CZ,53496,Stochov,xxxx0001220A,241,13.9655452040372,50.1412072692461,,S1,-774257
1486,CZ,53526,Kamenné Žehrovice,xxxx0001220A,242,14.0381386012026,50.1403312907336,,S1,-769135
1343,CZ,53809,Žabokliky,xxxx0001080A,243,13.4661155924125,50.3310283193774,,S1,-806431
1345,CZ,53789,Žatec západ,xxxx0001080A,244,13.5351092605693,50.3381206756831,,S1,-801456
1351,CZ,53719,Březno u Chomutova,xxxx0001080A,245,13.4210638232256,50.395869218849,,S1,-808524
1348,CZ,53749,Hořetice,xxxx0001080A,246,13.504454071804,50.3787188015512,,S1,-802944
1346,CZ,53779,Žatec,xxxx0001080A,247,13.5551662154313,50.3365927175963,,S1,-800069
2454,CZ,54919,Lišany u Žatce,xxxx0006500A,248,13.6486734704096,50.3461999926346,,S1,-793329
2377,CZ,54909,Postoloprty,xxxx0006100A,249,13.6919069596223,50.3603469665716,,S1,-790055
2456,CZ,54859,Počerady,xxxx0006500A,250,13.6860806663432,50.4153921920154,,S1,-789571
2240,CZ,53499,Černovice u Chomutova,xxxx0005298A,251,13.3634340230819,50.454394795127,,S1,-811596
960,CZ,53489,Chomutov,xxxx0000601A,252,13.3992912658281,50.4566018999835,,S1,-809042
1831,CZ,54009,Jirkov,xxxx0001673A,253,13.4488388335146,50.4925549048819,,S1,-804967
963,CZ,53459,Kyjice,xxxx0000601A,254,13.4857975006304,50.5104556866684,,S1,-802078
964,CZ,53409,Třebušice,xxxx0000601A,255,13.5799149811816,50.5232008216198,,S1,-795267
2483,CZ,54559,Bečov u Mostu,xxxx0006700A,256,13.7108120047873,50.4552150791394,,S1,-787187
965,CZ,53399,Most,xxxx0000601A,257,13.6581665968345,50.5108663153771,,S1,-789979
2458,CZ,54509,Obrnice,xxxx0006500A,258,13.7006821524729,50.5042566897946,,S1,-787103
2906,CZ,54089,Litvínov,xxxx0016930A,259,13.6102554002627,50.5929435008407,,S1,-791998
2463,CZ,54149,Louka u Litvínova,xxxx0006518A,260,13.6312236959811,50.5931046028567,,S1,-790527
2486,CZ,54119,Osek,xxxx0006850A,261,13.7104371378066,50.6143787963439,,S1,-784634
2475,CZ,54969,Hřivice,xxxx0006700A,262,13.7251890917774,50.2854830170481,,S1,-788924
2376,CZ,54959,Březno u Postoloprt,xxxx0006100A,263,13.7226017640892,50.3514421994514,,S1,-788038
2479,CZ,54619,Louny předměstí,xxxx0006700A,264,13.7680629853784,50.3431943089928,,S1,-784970
1817,CZ,54599,Louny,xxxx0001650A,265,13.8232110098779,50.3612962177144,,S1,-780796
1816,CZ,53677,Chlumčany u Loun,xxxx0001650A,266,13.8455584890543,50.3443446661379,,S1,-779494
2481,CZ,54579,Lenešice,xxxx0006700A,267,13.7734811740171,50.3775331857857,,S1,-784036
2482,CZ,54569,Břvany,xxxx0006700A,268,13.7230368181776,50.4078475878872,,S1,-787095
3009,CZ,55309,Libčeves,xxxx0018350A,269,13.8309305026096,50.4486696833665,,S1,-778852
1814,CZ,53697,Vrbno nad Lesy,xxxx0001650A,270,13.905937852618,50.3272618127537,,S1,-775513
1813,CZ,53707,Peruc,xxxx0001650A,271,13.9591468635751,50.3360144669893,,S1,-771624
1810,CZ,53726,Klobuky v Čechách,xxxx0001650A,272,13.9965929565677,50.2981789002823,,S1,-769583
2369,CZ,55479,Koštice nad Ohří,xxxx0006100A,273,13.9540571888289,50.4003979797036,,S1,-770963
2365,CZ,55449,Libochovice,xxxx0006100A,274,14.0548760115723,50.4105323110466,,S1,-763709
968,CZ,54819,Bílina,xxxx0000601A,275,13.7722997097411,50.5544122050303,,S1,-781268
2440,CZ,54789,Světec,xxxx0006459A,276,13.7974832601004,50.5790089703973,,S1,-779107
2442,CZ,54759,Ohníč,xxxx0006459A,277,13.8420653900501,50.5891104788131,,S1,-775821
2444,CZ,55139,Úpořiny,xxxx0006459A,278,13.8784995308699,50.6092558024599,,S1,-772946
3006,CZ,55369,Třebívlice,xxxx0018350A,279,13.9082217293887,50.4577229141785,,S1,-773276
3002,CZ,55399,Třebenice,xxxx0018350A,280,14.0011552303921,50.4739724918237,,S1,-766488
2361,CZ,55429,Čížkovice,xxxx0006100A,281,14.0393685744658,50.4835081131347,,S1,-763653
619,CZ,55859,Lovosice,xxxx0000170A,282,14.0595830039946,50.5096913752074,,S1,-761821
2865,CZ,55209,Žim,xxxx0016100A,283,13.9650434050861,50.5870997725535,,S1,-767234
2448,CZ,54709,Řehlovice,xxxx0006459A,284,13.9548466282846,50.6127089109493,,S1,-767543
2875,CZ,55219,Chotiměř,xxxx0016120A,285,13.9890964256643,50.5471517157722,,S1,-766179
623,CZ,55819,Prackovice nad Labem,xxxx0000170A,286,14.0363955101916,50.5729650876847,,S1,-762455
1149,CZ,53149,Sebuzín,xxxx0000780A,287,14.0533407907358,50.5929346045062,,S1,-760953
